NOV_ISSUED_DATE,NOV_NUMBER,"Street Address",City,State,VIOLATION_DESCRIPTION,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
6/7/2019,P005821959,"8700 S HALSTED ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.735704,-87.643931,1,rooftop,8700,"S Halsted St",,,Chicago,IL,"Cook County",60620,US,"City of Chicago"
6/7/2019,P005795325,"300 W 75 ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.758253,-87.632289,1,rooftop,300,"W 75th St",,,Chicago,IL,"Cook County",60621,US,Cook
6/8/2019,P005114496,"1600 W 81ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.746564,-87.663344,1,range_interpolation,1600,"W 81st Pl",,,Chicago,IL,"Cook County",60620,US,"TIGER/Line® dataset from the US Census Bureau"
6/8/2019,P005267530,"6900 S CAMPBELL ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.768041,-87.685958,1,rooftop,6900,"S Campbell Ave",,,Chicago,IL,"Cook County",60629,US,"City of Chicago"
6/8/2019,P005533518,"3200 N KIMBALL ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.939544,-87.712841,1,rooftop,3200,"N Kimball Ave",,,Chicago,IL,"Cook County",60618,US,"City of Chicago"
6/8/2019,P005678769,"600 N FAIRBANKS ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.893001,-87.620654,1,rooftop,600,"N Fairbanks Ct",,,Chicago,IL,"Cook County",60611,US,"City of Chicago"
6/8/2019,P005686424,"6400 S KING DR ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.778272,-87.615581,1,range_interpolation,6400,"S King Dr",,,Chicago,IL,"Cook County",60637,US,"TIGER/Line® dataset from the US Census Bureau"
6/8/2019,P005668096,"4700 N LAKE SHORE DR ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.967744,-87.649684,0.9,rooftop,4700,"N Marine Dr",,,Chicago,IL,"Cook County",60613,US,"City of Chicago"
6/8/2019,P005699786,"900 W 71ST ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.765433,-87.647147,1,rooftop,900,"W 71st St",,,Chicago,IL,"Cook County",60621,US,"City of Chicago"
6/8/2019,P005642800,"3800 W ROOSEVELT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.866089,-87.720123,1,range_interpolation,3800,"W Roosevelt Rd",,,Chicago,IL,"Cook County",60624,US,"TIGER/Line® dataset from the US Census Bureau"
6/8/2019,P005643494,"4800 S SEELEY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.806547,-87.676196,1,rooftop,4800,"S Seeley Ave",,,Chicago,IL,"Cook County",60609,US,Cook
6/8/2019,P005724789,"6700 S ASHLAND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.771999,-87.664406,1,rooftop,6700,"S Ashland Ave",,,Chicago,IL,"Cook County",60636,US,"City of Chicago"
6/8/2019,P005728642,"500 N WELLS ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.890964,-87.634334,1,rooftop,500,"N Wells St",,,Chicago,IL,"Cook County",60610,US,"City of Chicago"
6/8/2019,P005627101,"5400  NEW ENGLAND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.978855,-87.799101,0.9,rooftop,5400,"N New England Ave",,,Chicago,IL,"Cook County",60656,US,"City of Chicago"
6/8/2019,P005852816,"1600 W 44TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.813909,-87.665109,1,range_interpolation,1600,"W 44th St",,,Chicago,IL,"Cook County",60609,US,"TIGER/Line® dataset from the US Census Bureau"
6/8/2019,P005852819,"4000 S SACRAMENTO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.820728,-87.699533,1,range_interpolation,4000,"S Sacramento Ave",,,Chicago,IL,"Cook County",60632,US,"TIGER/Line® dataset from the US Census Bureau"
6/8/2019,P005845551,"200 S DEARBORN ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.879288,-87.629351,1,range_interpolation,200,"S Dearborn St",,,Chicago,IL,"Cook County",60605,US,"TIGER/Line® dataset from the US Census Bureau"
6/8/2019,P005845553,"200 N STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.885898,-87.627939,1,range_interpolation,200,"N State St",,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
6/8/2019,P005770313,"8000 S ASHLAND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.748384,-87.663772,1,rooftop,8000,"S Ashland Ave",,,Chicago,IL,"Cook County",60620,US,"City of Chicago"
6/8/2019,P005770667,"8100 S COTTAGE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.747405,-87.605514,0.9,rooftop,8100,"S Cottage Grove Ave",,,Chicago,IL,"Cook County",60619,US,"City of Chicago"
6/8/2019,P005770943,"7000 S HALSTED ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.766863,-87.644829,1,rooftop,7000,"S Halsted St",,,Chicago,IL,"Cook County",60621,US,"City of Chicago"
6/8/2019,P005821960,"9500 S PARNELL ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.721423,-87.637157,1,range_interpolation,9500,"S Parnell Ave",,,Chicago,IL,"Cook County",60628,US,"TIGER/Line® dataset from the US Census Bureau"
6/8/2019,P005918789,"1500 S CHRISTIANA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.860716,-87.709517,1,rooftop,1500,"S Christiana Ave",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
6/8/2019,P005911493,"7900 S SOUTH SHORE DR ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.751715,-87.548385,1,rooftop,7900,"S South Shore Dr",,,Chicago,IL,"Cook County",60617,US,"City of Chicago"
6/8/2019,P005911494,"7900 S SOUTH SHORE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.751715,-87.548385,1,rooftop,7900,"S South Shore Dr",,,Chicago,IL,"Cook County",60617,US,"City of Chicago"
6/8/2019,P005797142,"1600 W 32ND PL ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.834608,-87.665667,1,range_interpolation,1600,"W 32nd Pl",,,Chicago,IL,"Cook County",60608,US,"TIGER/Line® dataset from the US Census Bureau"
6/8/2019,P005804027,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
6/8/2019,P005804030,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
6/8/2019,P005794765,"900 S PULASKI ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.869875,-87.725318,1,range_interpolation,900,"S Pulaski Rd",,,Chicago,IL,"Cook County",60624,US,"TIGER/Line® dataset from the US Census Bureau"
6/8/2019,P005804024,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
6/8/2019,P005804025,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005476491,"1600 W 81ST ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.746564,-87.663344,1,range_interpolation,1600,"W 81st St",,,Chicago,IL,"Cook County",60620,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005508469,"7600 S ASHLAND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.755617,-87.664002,1,rooftop,7600,"S Ashland Ave",,,Chicago,IL,"Cook County",60620,US,Cook
6/9/2019,P005474455,"3400 N CLARK ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.943823,-87.654025,1,rooftop,3400,"N Clark St",,,Chicago,IL,"Cook County",60657,US,"City of Chicago"
6/9/2019,P005668751,"4000 W CULLERTON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.854262,-87.724832,1,range_interpolation,4000,"W Cullerton St",,,Chicago,IL,"Cook County",60623,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005668288,"3200 N CLARK ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.940259,-87.651361,1,rooftop,3200,"N Clark St",,,Chicago,IL,"Cook County",60657,US,"City of Chicago"
6/9/2019,P005650530,"5700 N NATOMA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.985229,-87.794165,1,rooftop,5700,"N Natoma Ave",,,Chicago,IL,"Cook County",60631,US,"City of Chicago"
6/9/2019,P005642976,"1200 S KOMENSKY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.866004,-87.726388,1,range_interpolation,1200,"S Komensky Ave",,,Chicago,IL,"Cook County",60623,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005720576,"3900 W ROOSEVELT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.866429,-87.722898,1,rooftop,3900,"W Roosevelt Rd",,,Chicago,IL,"Cook County",60624,US,Cook
6/9/2019,P005787914,"5000 S KILDARE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.80217,-87.731124,1,rooftop,5000,"S Kildare Ave",,,Chicago,IL,"Cook County",60632,US,"City of Chicago"
6/9/2019,P005789813,"100 N STATE ",CHICAGO,Illinois,"10-8-526/98-126#2.7(a)  Indecent exposure: urinating or defe",41.880537,-87.62816,1,rooftop,100,"S State St",,,Chicago,IL,"Cook County",60603,US,"City of Chicago"
6/9/2019,P005789179,"900 W ADDISON ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005721001,"3000 S ALBANY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.838975,-87.702782,1,rooftop,3000,"S Albany Ave",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
6/9/2019,P005720334,"7900 S HALSTED ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.750403,-87.64442,1,rooftop,7900,"S Halsted St",,,Chicago,IL,"Cook County",60620,US,"City of Chicago"
6/9/2019,P005728451,"1500 S MICHIGAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.861329,-87.624498,1,rooftop,1500,"S Michigan Ave",,,Chicago,IL,"Cook County",60605,US,"City of Chicago"
6/9/2019,P005732234,"800 N PULASKI RD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.895517,-87.726079,1,range_interpolation,800,"N Pulaski Rd",,,Chicago,IL,"Cook County",60651,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005727980,"10 N WACKER ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.882053,-87.636919,1,range_interpolation,10,"N Wacker Dr",,,Chicago,IL,"Cook County",60606,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005789511,"100  UNKNOWN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005770781,"7900 S YALE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.750694,-87.630662,1,range_interpolation,7900,"S Yale Ave",,,Chicago,IL,"Cook County",60620,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005770348,"10500 S STATE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.703374,-87.623762,1,rooftop,10500,"S State St",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
6/9/2019,P005770412,"6300 S RACINE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.779457,-87.654501,1,range_interpolation,6300,"S Racine Ave",,,Chicago,IL,"Cook County",60636,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005912902,"2300 S MICHIGAN AVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.850963,-87.623759,1,range_interpolation,2300,"S Michigan Ave",,,Chicago,IL,"Cook County",60616,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005811961,"5500 S LAWNDALE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.793162,-87.715809,1,range_interpolation,5500,"S Lawndale Ave",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005793993,"5200 S KOLIN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.798475,-87.732246,1,rooftop,5200,"S Kolin Ave",,,Chicago,IL,"Cook County",60632,US,"City of Chicago"
6/9/2019,P005795165,"6500 S COTTAGE GROVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.776628,-87.605848,1,range_interpolation,6500,"S Cottage Grove Ave",,,Chicago,IL,"Cook County",60637,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005804544,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
6/9/2019,P005909737,"3700 N CLARK ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.949148,-87.658374,1,rooftop,3700,"N Clark St",,,Chicago,IL,"Cook County",60613,US,"City of Chicago"
6/10/2019,P005491024,"1000 W WILSON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.965279,-87.654786,1,range_interpolation,1000,"W Wilson Ave",,,Chicago,IL,"Cook County",60640,US,"TIGER/Line® dataset from the US Census Bureau"
6/10/2019,P005699546,"1000 W 72 ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.763158,-87.649219,1,range_interpolation,1000,"W 72nd St",,,Chicago,IL,"Cook County",60621,US,"TIGER/Line® dataset from the US Census Bureau"
6/10/2019,P005686677,"9800 S AVENUE G ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.717664,-87.533219,1,rooftop,9800,"S Ave H",,,Chicago,IL,"Cook County",60617,US,"City of Chicago"
6/10/2019,P005664146,"5500 S HALSTED ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.793793,-87.64515,1,range_interpolation,5500,"S Halsted St",,,Chicago,IL,"Cook County",60621,US,"TIGER/Line® dataset from the US Census Bureau"
6/10/2019,P005689376,"4400 W GRAND AVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.909886,-87.736198,1,range_interpolation,4400,"W Grand Ave",,,Chicago,IL,"Cook County",60639,US,"TIGER/Line® dataset from the US Census Bureau"
6/10/2019,P005658031,"2200 S ARCHER ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.852658,-87.635826,1,rooftop,2200,"S Archer Ave",,,Chicago,IL,"Cook County",60616,US,"City of Chicago"
6/10/2019,P005771002,"7400 S STEWART ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.759673,-87.634894,1,rooftop,7400,"S Stewart Ave",,,Chicago,IL,"Cook County",60621,US,"City of Chicago"
6/10/2019,P005765627,"5600 N BROADWAY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.983989,-87.660349,1,rooftop,5600,"N Broadway",,,Chicago,IL,"Cook County",60660,US,"City of Chicago"
6/10/2019,P005772432,"10 S LARAMIE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.880285,-87.755214,1,range_interpolation,10,"S Laramie Ave",,,Chicago,IL,"Cook County",60644,US,"TIGER/Line® dataset from the US Census Bureau"
6/10/2019,P005795293,"6100 S VERNON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.783756,-87.614457,1,range_interpolation,6100,"S Vernon Ave",,,Chicago,IL,"Cook County",60637,US,"TIGER/Line® dataset from the US Census Bureau"
6/11/2019,P005483919,"1500 W 94TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.722917,-87.660289,1,range_interpolation,1500,"W 94th St",,,Chicago,IL,"Cook County",60620,US,"TIGER/Line® dataset from the US Census Bureau"
6/11/2019,P005566633,"500 E 47TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.809628,-87.613648,1,rooftop,500,"E 47th St",,,Chicago,IL,"Cook County",60653,US,Cook
6/11/2019,P005451039,"10 S MASON AVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.879669,-87.773408,1,rooftop,10,"S Mason Ave",,,Chicago,IL,"Cook County",60644,US,"City of Chicago"
6/11/2019,P005555888,"3300 W MONTROSE AVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.961428,-87.710889,1,rooftop,3300,"W Montrose Ave",,,Chicago,IL,"Cook County",60625,US,"City of Chicago"
6/11/2019,P005685757,"7100 S SHORE DR ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.765966,-87.562956,1,rooftop,7100,"S South Shore Dr",,,Chicago,IL,"Cook County",60619,US,"City of Chicago"
6/11/2019,P005682442,"2400 S SPAULDING ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.847981,-87.707934,1,rooftop,2400,"S Spaulding Ave",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
6/11/2019,P005787151,"6900 S WESTERN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.768186,-87.683735,1,rooftop,6900,"S Western Ave",,,Chicago,IL,"Cook County",60629,US,"City of Chicago"
6/11/2019,P005627231,"4800 N MILWAUKEE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.967867,-87.761215,1,rooftop,4800,"N Milwaukee Ave",,,Chicago,IL,"Cook County",60630,US,"City of Chicago"
6/11/2019,P005770682,"7900 S COTTAGE GROVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.751136,-87.605215,1,range_interpolation,7900,"S Cottage Grove Ave",,,Chicago,IL,"Cook County",60619,US,"TIGER/Line® dataset from the US Census Bureau"
6/11/2019,P005714530,"300 S PAULINA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.87736,-87.669499,1,rooftop,300,"S Paulina St",,,Chicago,IL,"Cook County",60612,US,"City of Chicago"
6/11/2019,P005917436,"7600 S JEFFERY BLVD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.759691,-87.581149,1,rooftop,7600,"S Jeffery Blvd",,,Chicago,IL,"Cook County",60649,US,"City of Chicago"
6/11/2019,P005794705,"3000 S DRAKE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.838786,-87.713773,1,rooftop,3000,"S Drake Ave",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
6/12/2019,P005451066,"4800 W FULTON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.886017,-87.745796,1,rooftop,4800,"W Fulton St",,,Chicago,IL,"Cook County",60644,US,"City of Chicago"
6/12/2019,P005600731,"100 N WABASH ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.883372,-87.626229,1,range_interpolation,100,"N Wabash Ave",,,Chicago,IL,"Cook County",60611,US,"TIGER/Line® dataset from the US Census Bureau"
6/12/2019,P005581887,"6300 S VERNON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.78011,-87.61441,1,range_interpolation,6300,"S Vernon Ave",,,Chicago,IL,"Cook County",60637,US,"TIGER/Line® dataset from the US Census Bureau"
6/12/2019,P005699547,"5900 S ASHLAND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.786596,-87.664394,1,range_interpolation,5900,"S Ashland Ave",,,Chicago,IL,"Cook County",60636,US,"TIGER/Line® dataset from the US Census Bureau"
6/12/2019,P005688798,"3900 W MADISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.881325,-87.723871,1,rooftop,3900,"W Madison St",,,Chicago,IL,"Cook County",60624,US,"City of Chicago"
6/12/2019,P005724976,"700 E 79TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.751479,-87.607476,1,rooftop,700,"E 79th St",,,Chicago,IL,"Cook County",60619,US,"City of Chicago"
6/12/2019,P005701755,"100 S MICHIGAN ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.880678,-87.624241,0.8,range_interpolation,100,"S Michigan Ave",,,Chicago,IL,"Cook County",60603,US,"TIGER/Line® dataset from the US Census Bureau"
6/12/2019,P005806121,"3100 W 62ND ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.780675,-87.700751,1,range_interpolation,3100,"W 62nd St",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
6/12/2019,P005794500,"200 N STATE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.885898,-87.627939,1,range_interpolation,200,"N State St",,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
6/12/2019,P005794501,"10 W DIVISION ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.904089,-87.629138,1,rooftop,10,"W Division St",,,Chicago,IL,"Cook County",60610,US,Cook
6/12/2019,P005808036,"3400 W CHICAGO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.89573,-87.711605,1,rooftop,3400,"W Chicago Ave",,,Chicago,IL,"Cook County",60651,US,Cook
6/12/2019,P005844999,"200 W 63RD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.779836,-87.63015,1,range_interpolation,200,"W 63rd St",,,Chicago,IL,"Cook County",60621,US,"TIGER/Line® dataset from the US Census Bureau"
6/12/2019,P005845088,"100  UNKNOWN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
6/12/2019,P005804910,"10 W 95TH ST ",CHICAGO,Illinois,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the ",41.722795,-87.624737,0.81,nearest_rooftop_match,14,"W 95th St",,,Chicago,IL,"Cook County",60620,US,"City of Chicago"
6/12/2019,P005796573,"2100 S CHINA PL ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.853733,-87.635412,1,range_interpolation,2100,"S China Pl",,,Chicago,IL,"Cook County",60616,US,"TIGER/Line® dataset from the US Census Bureau"
6/13/2019,P005332541,"1200 N CALIFORNIA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.903074,-87.696878,1,range_interpolation,1200,"N California Ave",,,Chicago,IL,"Cook County",60622,US,"TIGER/Line® dataset from the US Census Bureau"
6/13/2019,P005669662,"4700 N BROADWAY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.967362,-87.658632,1,range_interpolation,4700,"N Broadway St",,,Chicago,IL,"Cook County",60640,US,"TIGER/Line® dataset from the US Census Bureau"
6/13/2019,P005761630,"1300 S MILLARD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.864325,-87.716935,1,rooftop,1300,"S Millard Ave",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
6/13/2019,P005750867,"100 E 114TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.687585,-87.604817,1,range_interpolation,100,"E 114th St",,,Chicago,IL,"Cook County",60628,US,"TIGER/Line® dataset from the US Census Bureau"
6/13/2019,P005731969,"3400 W CHICAGO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.89573,-87.711605,1,rooftop,3400,"W Chicago Ave",,,Chicago,IL,"Cook County",60651,US,Cook
6/13/2019,P005789279,"1100 S STATE ST ",CHICAGO,Illinois,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the ",41.902092,-87.628557,1,rooftop,1100,"N State St",,,Chicago,IL,"Cook County",60610,US,"City of Chicago"
6/13/2019,P005844838,"10 E CERMAK ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.853133,-87.626744,1,rooftop,10,"E Cermak Rd",,,Chicago,IL,"Cook County",60616,US,"City of Chicago"
6/13/2019,P005788991,"100 W LAKE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.90363,-87.908634,1,rooftop,100,"W Lake St",,,Northlake,IL,"Cook County",60164,US,Cook
6/13/2019,P005770861,"7900 S COTTAGE GR ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.751136,-87.605215,0.8,range_interpolation,7900,"S Cottage Grove Ave",,,Chicago,IL,"Cook County",60619,US,"TIGER/Line® dataset from the US Census Bureau"
6/13/2019,P005918772,"3000 W ROOSEVELT RD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.866771,-87.700997,1,rooftop,3000,"W Roosevelt Rd",,,Chicago,IL,"Cook County",60612,US,"City of Chicago"
6/14/2019,P005328387,"6900 S ARTESIAN AVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.76806,-87.68475,1,rooftop,6900,"S Artesian Ave",,,Chicago,IL,"Cook County",60629,US,"City of Chicago"
